TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
30.230000000000018,Debit,Austin,ATM,44.0,Doctor,99.0,1.0,481.1300000000001,1
180.24,Debit,Phoenix,Branch,58.0,Engineer,144.0,1.0,8431.23,0
13.70999999999998,Credit,Denver,Online,38.0,Engineer,148.0,1.0,8342.79,1
96.54000000000002,Debit,New York,Branch,58.0,Retired,95.0,1.0,7182.22,0
101.04000000000002,Debit,San Antonio,ATM,27.0,Student,160.0,1.0,1695.5699999999997,3
39.65999999999997,Debit,Virginia Beach,Branch,52.0,Engineer,169.0,1.0,8497.34,3
99.36000000000001,Debit,Seattle,ATM,40.0,Doctor,46.0,1.0,1272.12,3
123.85,Debit,Las Vegas,Online,56.0,Engineer,244.0,1.0,3959.62,2
426.93,Debit,Omaha,ATM,19.0,Student,248.0,1.0,476.1899999999996,0
133.73,Credit,San Jose,Online,25.000000000000004,Student,123.0,1.0,1872.2200000000003,3
222.39,Debit,Virginia Beach,Online,49.0,Engineer,73.0,1.0,3117.39,3
215.94,Credit,Virginia Beach,Online,21.999999999999996,Student,140.0,1.0,1841.69,3
6.2999999999999545,Debit,Columbus,Branch,80.0,Retired,283.0,5.0,7697.68,1
131.46,Debit,Charlotte,Branch,67.0,Retired,258.0,1.0,6642.33,1
202.86,Credit,Memphis,Branch,61.0,Doctor,149.0,1.0,7642.25,0
268.39,Debit,Miami,ATM,26.0,Student,171.0,1.0,136.73999999999978,0
194.85,Debit,Jacksonville,Online,23.0,Student,130.0,4.0,319.84000000000015,2
353.82,Debit,Milwaukee,ATM,42.0,Doctor,143.0,1.0,705.75,0
364.42,Debit,Colorado Springs,ATM,51.0,Engineer,146.0,1.0,8119.73,1
195.12,Debit,Louisville,ATM,46.0,Doctor,144.0,1.0,6101.15,2
230.61,Debit,Raleigh,Branch,80.0,Retired,204.0,1.0,2561.42,3
739.28,Credit,Tucson,Branch,58.0,Doctor,47.0,1.0,11905.64,3
390.35,Credit,Omaha,ATM,64.0,Doctor,61.0,1.0,7095.88,0
242.03,Debit,Dallas,Online,58.0,Engineer,124.0,1.0,4382.73,1
242.39,Credit,San Antonio,ATM,18.0,Student,271.0,1.0,1328.73,3
135.03,Debit,San Francisco,ATM,23.0,Student,180.0,1.0,1278.0,3
193.54,Debit,Oklahoma City,Branch,80.0,Retired,267.0,1.0,2929.51,0
775.23,Credit,Albuquerque,Online,59.0,Doctor,38.0,1.0,5977.59,1
266.57,Debit,El Paso,ATM,72.0,Retired,100.0,1.0,7676.92,2
153.4,Debit,Mesa,ATM,45.0,Engineer,144.0,1.0,4657.7,0
946.94,Debit,Charlotte,Branch,53.0,Retired,251.0,1.0,5579.11,1
5.1200000000000045,Debit,New York,Branch,34.0,Engineer,90.0,1.0,3293.01,0
119.11000000000001,Debit,Detroit,ATM,57.0,Engineer,131.0,1.0,7998.25,2
1096.7,Debit,Colorado Springs,Online,24.0,Student,147.0,1.0,1093.8900000000003,1
119.72,Debit,Tucson,Branch,30.0,Engineer,123.0,1.0,3435.34,3
107.4,Debit,Virginia Beach,Online,58.0,Doctor,32.0,1.0,344.0699999999997,3
115.92000000000002,Debit,Raleigh,ATM,53.0,Retired,57.0,1.0,3897.17,3
438.04,Debit,Philadelphia,ATM,67.0,Retired,247.0,1.0,5358.95,0
677.29,Debit,Houston,Online,27.0,Engineer,287.0,1.0,627.79,2
296.0,Debit,Las Vegas,Branch,35.0,Doctor,248.0,1.0,7418.82,2
299.09,Credit,Boston,Branch,36.0,Engineer,84.0,1.0,5615.26,1
461.52,Credit,Denver,Branch,24.0,Student,44.0,1.0,1995.1800000000003,1
100.51999999999998,Debit,Las Vegas,ATM,50.0,Engineer,110.0,1.0,453.3900000000003,2
85.35,Debit,Washington,ATM,66.0,Retired,166.0,1.0,2173.76,3
79.75999999999999,Debit,Raleigh,Branch,39.0,Engineer,170.0,1.0,6452.14,3
778.49,Credit,Omaha,Online,75.0,Retired,107.0,1.0,7713.67,0
386.38,Debit,Phoenix,Online,42.0,Engineer,135.0,1.0,5528.36,0
14.29000000000002,Debit,Los Angeles,ATM,34.0,Engineer,150.0,1.0,7016.99,2
232.79,Credit,Indianapolis,Branch,55.0,Retired,145.0,1.0,2661.3,2
1237.56,Credit,Austin,Branch,60.0,Engineer,159.0,1.0,9410.17,1
293.97,Debit,Phoenix,Branch,68.0,Retired,153.0,1.0,7371.85,0
136.32,Debit,Miami,Online,19.0,Student,113.0,1.0,264.8299999999999,0
251.06,Debit,Colorado Springs,Online,36.0,Doctor,34.0,1.0,10001.66,1
50.170000000000016,Credit,Sacramento,ATM,77.0,Retired,35.0,1.0,7752.14,3
21.399999999999977,Debit,Fresno,Branch,34.0,Engineer,258.0,1.0,9594.11,2
73.28,Debit,Boston,Branch,21.0,Student,21.0,1.0,1329.4099999999999,1
70.23000000000002,Debit,Memphis,ATM,38.0,Doctor,260.0,1.0,11624.93,0
689.29,Debit,El Paso,ATM,21.999999999999996,Student,100.0,1.0,168.84000000000015,2
745.03,Debit,Fort Worth,Online,28.0,Student,231.0,1.0,160.5699999999997,2
54.610000000000014,Debit,Milwaukee,ATM,58.0,Engineer,160.0,1.0,7135.64,0
54.05000000000001,Debit,Louisville,Branch,27.0,Student,146.0,1.0,469.1400000000003,2
107.47,Debit,Austin,Online,67.0,Retired,144.0,1.0,7517.5,1
611.11,Debit,Detroit,ATM,20.0,Student,282.0,4.0,919.8400000000001,2
219.63,Debit,Charlotte,ATM,48.0,Doctor,44.0,1.0,8013.63,1
93.51999999999998,Debit,Philadelphia,Online,51.0,Engineer,97.0,1.0,2791.2,0
275.92,Credit,Nashville,Branch,62.0,Retired,107.0,1.0,1777.38,0
376.79,Debit,Milwaukee,Branch,68.0,Retired,265.0,1.0,7749.14,0
697.32,Debit,Atlanta,Online,68.0,Retired,91.0,1.0,2016.02,1
302.16,Debit,Kansas City,Online,80.0,Retired,138.0,5.0,3876.61,2
442.74,Debit,San Diego,Branch,23.0,Student,136.0,1.0,1790.27,3
623.9,Debit,San Jose,ATM,27.0,Student,249.0,1.0,711.4700000000003,3
445.41,Debit,Fresno,ATM,35.0,Doctor,235.0,3.0,12154.66,2
63.41,Debit,Fort Worth,ATM,26.0,Student,35.999999999999986,1.0,1546.2200000000003,2
346.85,Debit,Kansas City,ATM,44.0,Doctor,88.0,1.0,7208.15,2
7.5,Debit,Dallas,Online,63.0,Retired,35.999999999999986,1.0,6485.78,1
206.46,Debit,Virginia Beach,ATM,65.0,Retired,279.0,1.0,3984.38,3
423.11,Debit,Columbus,ATM,60.0,Engineer,47.0,1.0,412.77999999999975,1
35.84000000000003,Credit,Colorado Springs,Online,54.0,Retired,172.0,1.0,4795.65,1
88.6,Credit,Raleigh,Branch,28.0,Student,105.0,1.0,246.5699999999997,3
1431.3,Debit,Oklahoma City,ATM,18.0,Student,168.0,1.0,1058.13,0
22.45999999999998,Debit,New York,Online,54.0,Retired,78.0,1.0,6631.5,0
334.89,Debit,Fort Worth,Online,21.0,Student,260.0,1.0,1661.6800000000003,2
319.27,Credit,Omaha,Online,54.0,Retired,58.99999999999999,1.0,5504.01,0
144.3,Debit,Oklahoma City,ATM,18.0,Student,88.0,1.0,312.1899999999996,0
348.7,Credit,Fresno,Branch,69.0,Retired,149.0,1.0,2445.58,2
366.21,Debit,Oklahoma City,ATM,62.0,Doctor,181.0,1.0,10862.99,0
99.11000000000001,Debit,Philadelphia,Online,55.0,Retired,12.0,1.0,5414.87,0
539.35,Debit,Milwaukee,ATM,55.0,Retired,127.0,1.0,3919.44,0
188.99,Debit,Oklahoma City,Branch,58.0,Engineer,92.0,1.0,7315.34,0
1416.69,Debit,Nashville,ATM,46.0,Engineer,58.0,1.0,3740.73,0
710.14,Debit,El Paso,ATM,26.0,Student,227.0,1.0,465.6300000000001,2
308.68,Debit,Milwaukee,Online,53.0,Doctor,170.0,1.0,9992.36,0
166.68,Debit,Mesa,ATM,57.0,Retired,139.0,1.0,5141.19,0
505.19000000000005,Debit,Kansas City,ATM,30.0,Doctor,128.0,5.0,5326.68,2
66.57999999999998,Debit,Raleigh,Branch,23.0,Student,79.0,1.0,1636.3199999999997,3
223.43,Debit,Dallas,Branch,77.0,Retired,178.0,1.0,7932.41,1
659.95,Debit,Detroit,Online,60.0,Engineer,114.0,1.0,3927.69,2
634.86,Debit,Chicago,ATM,27.0,Student,45.0,1.0,588.5,1
286.5,Credit,Boston,Branch,30.0,Engineer,60.0,1.0,8517.95,1
322.96,Credit,Philadelphia,Branch,76.0,Retired,168.0,1.0,2401.59,0
654.48,Debit,Columbus,Branch,19.0,Student,114.0,1.0,6776.41,1
157.97,Debit,Philadelphia,Branch,48.0,Doctor,140.0,1.0,5529.92,0
254.77,Debit,Denver,Branch,57.0,Engineer,57.0,1.0,5994.87,1
795.96,Debit,Raleigh,Online,65.0,Retired,119.0,1.0,5468.58,3
149.25,Debit,Omaha,ATM,39.0,Engineer,142.0,1.0,5677.52,0
68.18999999999997,Credit,Fresno,Online,40.0,Doctor,189.0,1.0,9895.1,2
37.56999999999999,Debit,El Paso,ATM,57.0,Retired,42.0,1.0,7739.54,2
127.00000000000003,Credit,Nashville,Branch,19.0,Student,68.0,5.0,431.15999999999985,0
448.33,Debit,Atlanta,ATM,25.000000000000004,Student,161.0,1.0,922.1900000000005,1
1116.48,Debit,San Diego,ATM,51.0,Engineer,55.0,1.0,447.52999999999975,3
8.649999999999977,Debit,Las Vegas,Online,48.0,Doctor,273.0,1.0,10778.35,2
539.81,Debit,San Francisco,Online,46.0,Engineer,177.0,1.0,2051.25,3
363.53,Debit,Kansas City,ATM,63.0,Retired,142.0,1.0,1038.9099999999994,2
64.9,Credit,Detroit,Branch,51.0,Retired,72.0,1.0,6854.61,2
358.18,Debit,Boston,ATM,18.0,Student,157.0,1.0,619.8599999999997,1
167.2,Debit,San Antonio,Branch,30.0,Doctor,84.0,1.0,11320.83,3
121.91,Debit,Chicago,Branch,60.0,Doctor,133.0,1.0,14510.8,1
137.57,Debit,Louisville,Online,54.0,Engineer,70.0,1.0,5103.67,2
534.62,Debit,Oklahoma City,Online,55.0,Doctor,45.0,1.0,13793.53,0
463.91999999999996,Debit,Mesa,Online,50.0,Engineer,199.0,1.0,2403.39,0
320.14,Debit,Milwaukee,Online,60.0,Retired,96.0,1.0,3075.9700000000003,0
214.93,Debit,Albuquerque,Online,28.0,Student,52.0,1.0,7835.4,1
660.02,Debit,Nashville,Branch,20.0,Student,84.0,1.0,414.4300000000003,0
345.81,Debit,Raleigh,Branch,40.0,Engineer,135.0,1.0,6116.8,3
143.54,Debit,Philadelphia,ATM,71.0,Retired,80.0,1.0,6067.62,0
1063.25,Credit,Omaha,Online,21.0,Student,128.0,1.0,1240.71,0
541.79,Debit,Mesa,ATM,21.999999999999996,Student,125.0,1.0,1454.08,0
40.56999999999999,Debit,Columbus,Branch,26.0,Student,63.0,1.0,1476.9099999999999,1
120.24000000000001,Debit,Milwaukee,Branch,18.0,Student,131.0,2.0,1943.13,0
498.67,Debit,Miami,Online,28.0,Student,244.0,1.0,1719.9700000000003,0
227.22,Debit,El Paso,ATM,53.0,Doctor,220.0,1.0,832.8199999999997,2
1182.86,Debit,Tucson,Online,30.0,Engineer,34.0,1.0,7696.16,3
59.44,Debit,Chicago,Online,35.0,Engineer,176.0,1.0,5472.03,1
230.46,Debit,Mesa,Online,19.0,Student,179.0,1.0,162.52999999999975,0
65.09,Credit,Seattle,Online,44.0,Engineer,159.0,1.0,9370.9,3
457.09,Credit,Nashville,Online,55.0,Engineer,63.0,1.0,8570.82,0
552.02,Credit,Chicago,ATM,44.0,Engineer,100.0,1.0,522.0799999999999,1
377.12,Debit,Houston,ATM,34.0,Engineer,61.0,1.0,836.6700000000001,2
204.56,Credit,San Diego,Branch,18.0,Student,179.0,1.0,364.72000000000025,3
420.28,Debit,Washington,Branch,35.0,Doctor,144.0,1.0,8557.32,3
97.09,Debit,Fort Worth,ATM,24.0,Student,202.0,4.0,1579.5699999999997,2
124.59,Debit,Charlotte,Branch,27.0,Student,171.0,1.0,129.28999999999996,1
73.88,Debit,Charlotte,Online,39.0,Doctor,34.0,1.0,6474.41,1
106.16,Debit,Phoenix,ATM,56.0,Doctor,277.0,4.0,7487.79,0
245.93,Debit,Fresno,Branch,54.0,Engineer,172.0,1.0,7986.63,2
622.41,Debit,Indianapolis,ATM,64.0,Doctor,125.0,1.0,7322.01,2
43.72999999999999,Debit,Omaha,ATM,34.0,Doctor,145.0,1.0,9929.43,0
1282.8600000000001,Debit,Austin,Branch,19.0,Student,68.0,1.0,1830.98,1
2.0299999999999727,Credit,Detroit,ATM,33.0,Engineer,28.0,1.0,3012.31,2
770.65,Debit,Jacksonville,Online,31.0,Doctor,137.0,1.0,7198.8,2
260.31,Debit,Austin,Branch,63.0,Doctor,113.0,1.0,10980.38,1
356.1,Credit,Fort Worth,Branch,26.0,Student,187.0,1.0,868.3500000000004,2
27.069999999999993,Credit,Virginia Beach,Branch,80.0,Retired,39.0,1.0,3773.29,3
119.88999999999999,Debit,Tucson,ATM,67.0,Doctor,60.0,1.0,6697.77,3
106.38999999999999,Debit,Virginia Beach,Online,37.0,Doctor,281.0,1.0,9410.99,3
12.04000000000002,Debit,Fort Worth,Online,37.0,Engineer,58.0,1.0,6213.32,2
365.7,Debit,Houston,Branch,21.0,Student,115.0,2.0,368.77999999999975,2
29.379999999999995,Credit,Baltimore,Branch,28.0,Student,63.0,1.0,1663.31,1
319.85,Debit,Denver,ATM,60.0,Doctor,148.0,1.0,711.6599999999999,1
350.14,Credit,Los Angeles,Online,75.0,Retired,38.0,1.0,2403.25,2
163.94,Credit,Virginia Beach,Branch,52.0,Retired,73.0,1.0,5957.37,3
170.53,Debit,Oklahoma City,Branch,24.0,Student,58.0,1.0,801.0100000000002,0
41.49000000000001,Debit,Albuquerque,Online,24.0,Student,13.0,1.0,928.3299999999999,1
121.43,Credit,Sacramento,Branch,52.0,Engineer,243.0,1.0,7365.28,3
350.46,Debit,Nashville,Branch,51.0,Retired,165.0,1.0,5839.38,0
220.41,Credit,El Paso,Online,26.0,Engineer,155.0,1.0,5116.98,2
33.45999999999998,Debit,Seattle,ATM,72.0,Retired,111.0,1.0,3641.07,3
104.79000000000002,Debit,Denver,ATM,70.0,Doctor,223.0,1.0,1352.19,1
246.27,Debit,Fresno,Online,29.0,Doctor,141.0,1.0,7299.86,2
48.849999999999994,Debit,Dallas,ATM,19.0,Student,176.0,1.0,1503.56,1
332.0,Debit,Charlotte,ATM,69.0,Retired,17.0,1.0,5943.13,1
118.1,Debit,Memphis,Online,54.0,Engineer,167.0,1.0,895.6599999999999,0
84.59,Credit,Las Vegas,Branch,67.0,Doctor,10.0,1.0,5669.1,2
295.64,Debit,Jacksonville,Online,21.0,Student,82.0,1.0,1061.9600000000005,2
514.33,Debit,Philadelphia,Branch,25.000000000000004,Student,160.0,1.0,1592.94,0
94.59,Debit,Washington,Online,39.0,Doctor,34.0,1.0,6171.89,3
80.43,Debit,Columbus,Branch,59.0,Retired,157.0,1.0,5987.67,1
54.25,Debit,Virginia Beach,Online,68.0,Doctor,37.000000000000014,1.0,14783.33,3
178.88,Credit,Dallas,Branch,76.0,Retired,93.0,4.0,4708.29,1
518.85,Debit,Kansas City,Online,21.999999999999996,Student,82.0,1.0,1806.0,2
10.649999999999977,Debit,Louisville,Online,54.0,Doctor,161.0,1.0,13240.72,2
107.03,Debit,Miami,Branch,27.0,Student,73.0,1.0,1408.0699999999997,0
139.57,Debit,Fort Worth,ATM,19.0,Student,263.0,3.0,271.77999999999975,2
346.11,Debit,Dallas,Branch,41.0,Engineer,213.0,1.0,9551.64,1
138.06,Debit,Charlotte,Branch,44.0,Engineer,159.0,1.0,1070.4700000000003,1
158.02,Debit,New York,ATM,49.0,Engineer,120.0,1.0,9374.24,0
830.01,Credit,Chicago,Online,66.0,Retired,96.0,1.0,4253.18,1
110.48999999999998,Debit,Raleigh,Online,57.0,Doctor,48.0,1.0,10483.93,3
329.4,Debit,Denver,Online,34.0,Doctor,68.0,1.0,9588.07,1
635.4,Debit,Denver,ATM,47.0,Doctor,106.0,1.0,1238.1099999999997,1
769.97,Debit,San Diego,Branch,21.999999999999996,Student,23.0,1.0,1244.9300000000003,3
175.07,Debit,Colorado Springs,Branch,26.0,Student,169.0,1.0,1040.2500000000005,1
7.310000000000002,Debit,Las Vegas,Branch,78.0,Retired,282.0,1.0,5757.67,2
32.54000000000002,Debit,Oklahoma City,Online,25.000000000000004,Student,183.0,4.0,1544.88,0
56.120000000000005,Debit,El Paso,ATM,30.0,Doctor,102.0,1.0,8839.67,2
424.7,Credit,Miami,Online,56.0,Retired,178.0,1.0,6239.89,0
35.73000000000002,Debit,Miami,Branch,65.0,Doctor,87.0,1.0,9073.17,0
3.4399999999999977,Debit,Fort Worth,ATM,78.0,Retired,108.0,1.0,7561.33,2
1342.25,Credit,Fort Worth,Branch,21.0,Student,235.0,1.0,694.0299999999997,2
139.03,Credit,Los Angeles,Online,50.0,Engineer,81.0,1.0,2276.57,2
254.92,Credit,San Antonio,ATM,28.0,Engineer,169.0,1.0,2791.12,3
115.11000000000004,Debit,Albuquerque,Online,28.0,Engineer,139.0,1.0,9808.97,1
171.11,Debit,San Francisco,ATM,57.0,Retired,171.0,1.0,6324.09,3
168.54,Debit,Oklahoma City,ATM,70.0,Doctor,142.0,2.0,13406.0,0
408.46,Debit,Raleigh,Branch,64.0,Retired,28.0,1.0,3140.79,3
1162.42,Credit,Detroit,Online,30.0,Doctor,45.0,1.0,10357.26,2
342.17,Credit,New York,Branch,21.0,Student,247.0,1.0,461.8299999999999,0
580.71,Debit,Philadelphia,ATM,53.0,Engineer,95.0,1.0,5670.0,0
821.54,Credit,Atlanta,Branch,79.0,Retired,35.999999999999986,1.0,4040.32,1
253.47,Debit,Atlanta,Branch,20.0,Student,238.0,1.0,220.51000000000022,1
22.810000000000002,Debit,New York,Online,62.0,Retired,75.0,1.0,3634.76,0
266.57,Credit,Boston,Online,39.0,Engineer,96.0,1.0,7180.48,1
374.61,Credit,Mesa,Online,75.0,Retired,37.000000000000014,1.0,1389.71,0
339.35,Credit,Boston,ATM,78.0,Retired,70.0,1.0,5002.7,1
810.36,Debit,Columbus,ATM,20.0,Student,67.0,1.0,9239.12,1
9.829999999999984,Debit,Memphis,ATM,24.0,Student,86.0,1.0,666.4200000000001,0
135.57,Credit,Boston,Branch,51.0,Doctor,116.0,1.0,11351.64,1
340.05,Debit,Detroit,ATM,43.0,Engineer,37.000000000000014,1.0,7234.15,2
283.45,Debit,Colorado Springs,Branch,27.0,Engineer,127.0,1.0,2049.51,1
100.99000000000001,Debit,New York,ATM,68.0,Doctor,114.0,1.0,8865.27,0
90.88,Debit,Albuquerque,Branch,18.0,Student,176.0,1.0,3908.47,1
655.1499999999999,Debit,Seattle,ATM,26.0,Engineer,264.0,1.0,5587.44,3
320.55,Debit,Milwaukee,Online,50.0,Engineer,118.0,1.0,438.75,0
41.50999999999999,Debit,Phoenix,Online,28.0,Student,48.0,1.0,609.6000000000004,0
71.53,Credit,Jacksonville,Branch,68.0,Retired,39.0,1.0,2393.73,2
467.13,Credit,Kansas City,Branch,54.0,Retired,45.0,1.0,3914.84,2
235.4,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.3599999999997,2
159.32,Debit,Seattle,Branch,18.0,Student,100.0,1.0,304.4399999999996,3
50.829999999999984,Credit,Philadelphia,Online,30.0,Doctor,48.0,1.0,9553.42,0
56.889999999999986,Credit,Houston,Branch,59.0,Engineer,56.0,1.0,3034.67,2
20.220000000000027,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,2
50.400000000000006,Debit,San Antonio,Branch,36.0,Doctor,84.0,1.0,1677.0100000000002,3
73.88,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,2
119.61000000000001,Debit,San Diego,ATM,33.0,Doctor,53.0,1.0,9899.94,3
1241.05,Debit,Miami,Branch,18.0,Student,129.0,1.0,756.7399999999998,0
116.57999999999998,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,3
156.26,Credit,Virginia Beach,Branch,46.0,Engineer,160.0,1.0,7854.1,3
427.0,Credit,Oklahoma City,Branch,49.0,Engineer,163.0,1.0,8253.65,0
67.57,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,1
326.29,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.26,1
158.56,Debit,Sacramento,ATM,33.0,Doctor,100.0,1.0,5401.21,3
56.02000000000001,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,0
245.67,Credit,Portland,Branch,24.0,Student,107.0,1.0,752.25,0
152.18,Credit,Los Angeles,Online,39.0,Engineer,176.0,4.0,2459.84,2
114.35,Credit,El Paso,Branch,41.0,Engineer,21.0,1.0,469.1199999999999,2
504.63,Debit,Portland,Online,60.0,Engineer,168.0,1.0,3806.16,0
126.22,Debit,Atlanta,ATM,46.0,Engineer,77.0,4.0,6133.41,1
820.15,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,2
8.370000000000005,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1.0,1106.3400000000001,1
197.49,Credit,Fresno,Online,53.0,Retired,30.0,1.0,5005.33,2
637.97,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,0
13.519999999999982,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77000000000044,3
432.1,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,3
375.17,Debit,Fort Worth,ATM,51.0,Engineer,66.0,2.0,5495.3,2
642.68,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,2
78.44,Credit,San Jose,Online,52.0,Retired,292.0,1.0,6870.84,3
139.72,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,0
499.99,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,3
10.069999999999993,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.8099999999995,1
120.62000000000003,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,3
578.49,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,0
119.30000000000001,Debit,Mesa,Branch,34.0,Engineer,22.0,5.0,319.03999999999996,0
280.92,Debit,Phoenix,Online,41.0,Doctor,168.0,1.0,5298.85,0
42.420000000000016,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.5699999999997,3
77.03,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,2
22.589999999999975,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,3
568.76,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.32,1
105.94,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,0
733.29,Debit,Virginia Beach,ATM,52.0,Doctor,94.0,5.0,10427.0,3
350.15,Credit,Fresno,ATM,21.0,Student,195.0,1.0,296.47000000000025,2
1151.1799999999998,Debit,Kansas City,ATM,65.0,Doctor,105.0,1.0,1100.0599999999995,2
183.67,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.2600000000002,3
278.27,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,3
470.3,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,1
261.69,Debit,Philadelphia,ATM,53.0,Retired,84.0,1.0,5126.65,0
365.04,Debit,Virginia Beach,Branch,21.999999999999996,Student,94.0,1.0,873.8900000000003,3
211.1,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,0
21.49000000000001,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,1
63.58000000000001,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.04,1
321.86,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,3
642.54,Debit,Milwaukee,Branch,44.0,Engineer,28.0,1.0,3143.17,0
313.65,Credit,Chicago,Branch,55.0,Retired,173.0,1.0,1886.3599999999997,1
99.75999999999999,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.8900000000003,3
115.32,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,1
33.610000000000014,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.0799999999999,0
498.59,Credit,Oklahoma City,Online,33.0,Doctor,32.0,1.0,5862.99,0
98.81,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1000000000004,3
1.8700000000000045,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,3
78.92000000000002,Credit,Jacksonville,Online,59.0,Engineer,95.0,1.0,5624.86,2
194.29,Credit,Seattle,Branch,39.0,Engineer,10.0,1.0,2988.41,3
105.53,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.6599999999999,1
737.34,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,0
237.86,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.6300000000001,0
409.61,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,2
75.52999999999997,Credit,Fresno,Online,21.0,Student,157.0,1.0,1034.35,2
72.75,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,0
39.110000000000014,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,1
1309.79,Debit,San Francisco,ATM,23.0,Student,139.0,1.0,1258.9300000000003,3
729.38,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,2
137.49,Debit,Fort Worth,ATM,34.0,Engineer,50.0,1.0,4471.05,2
504.71,Debit,Detroit,Online,29.0,Engineer,61.0,1.0,6214.54,2
371.47,Credit,Milwaukee,Branch,24.0,Student,58.0,1.0,1187.04,0
430.35,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.89999999999964,1
230.32,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,2
121.70999999999998,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,1
98.87,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.1999999999998,2
117.55000000000001,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.9400000000005,2
244.64,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,3
321.93,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,0
346.65,Debit,Washington,Online,30.0,Engineer,60.0,1.0,6356.96,3
388.65,Debit,Oklahoma City,ATM,76.0,Retired,43.0,1.0,7896.85,0
29.220000000000027,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.4300000000003,3
46.75,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,1
348.64,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,3
319.17,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,3
73.94999999999999,Debit,Kansas City,ATM,26.0,Student,76.0,1.0,363.9200000000001,2
389.63,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,0
217.61,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.5299999999997,1
199.84,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.4400000000005,1
56.349999999999994,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,1
248.95,Credit,San Francisco,Branch,65.0,Retired,29.0,1.0,3059.79,3
142.57999999999998,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,3
1607.55,Debit,Phoenix,ATM,31.0,Engineer,156.0,1.0,6227.99,0
333.78,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,3
332.59,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.0699999999997,3
